Shape: (2432, 4)
[-0.20389688,  0.25327969,  0.05261178,  1.        ]
[-0.20225565,  0.25343639,  0.05262168,  1.        ]
[-0.20061443,  0.25359309,  0.05263158,  1.        ]
[-0.1989732 ,  0.25374979,  0.05264147,  1.        ]
[-0.19674091,  0.25436756,  0.0506526 ,  1.        ]
[-0.19509658,  0.25452456,  0.05066252,  1.        ]
[-0.19315362,  0.25491239,  0.04967307,  1.        ]
[-0.19150774,  0.25506953,  0.04968299,  1.        ]
[-0.18986186,  0.25522668,  0.04969292,  1.        ]
[-0.18821597,  0.25538382,  0.04970284,  1.        ]
[-0.18626526,  0.25577239,  0.04871344,  1.        ]
[-0.18461782,  0.25592968,  0.04872337,  1.        ]
[-0.18297039,  0.25608697,  0.04873331,  1.        ]
[-0.18132295,  0.25624427,  0.04874324,  1.        ]
[-0.17967552,  0.25640156,  0.04875318,  1.        ]
[-0.17834068,  0.25632669,  0.04976239,  1.        ]
[-0.1766948 ,  0.25648383,  0.04977232,  1.        ]
[-0.17504891,  0.25664098,  0.04978224,  1.        ]
[-0.17340303,  0.25679812,  0.04979217,  1.        ]
[-0.17175715,  0.25695527,  0.04980209,  1.        ]
[-0.17043161,  0.25687951,  0.05081125,  1.        ]
[-0.16878728,  0.2570365 ,  0.05082117,  1.        ]
[-0.16778985,  0.2567271 ,  0.05282951,  1.        ]
[-0.16614862,  0.2568838 ,  0.05283941,  1.        ]
[-0.16450739,  0.2570405 ,  0.05284931,  1.        ]
[-0.16286616,  0.2571972 ,  0.05285921,  1.        ]
[-0.16122494,  0.2573539 ,  0.0528691 ,  1.        ]
[-0.15958371,  0.2575106 ,  0.052879  ,  1.        ]
[-0.15794248,  0.2576673 ,  0.0528889 ,  1.        ]
[-0.15630125,  0.257824  ,  0.05289879,  1.        ]
[-0.15466002,  0.2579807 ,  0.05290869,  1.        ]
[-0.15301879,  0.2581374 ,  0.05291859,  1.        ]
[-0.15137756,  0.2582941 ,  0.05292848,  1.        ]
[-0.14973633,  0.2584508 ,  0.05293838,  1.        ]
[-0.14809511,  0.2586075 ,  0.05294828,  1.        ]
[-0.14645388,  0.2587642 ,  0.05295817,  1.        ]
[-0.14550298,  0.25845035,  0.05496624,  1.        ]
[-0.14386486,  0.25860675,  0.05497612,  1.        ]
[-0.20374002,  0.25163678,  0.05262169,  1.        ]
[-0.20209879,  0.25179348,  0.05263159,  1.        ]
[-0.20045757,  0.25195018,  0.05264148,  1.        ]
[-0.19881634,  0.25210688,  0.05265138,  1.        ]
[-0.19658376,  0.25272155,  0.05066253,  1.        ]
[-0.19493942,  0.25287854,  0.05067244,  1.        ]
[-0.19299632,  0.25326482,  0.049683  ,  1.        ]
[-0.19135043,  0.25342196,  0.04969293,  1.        ]
[-0.18970455,  0.25357911,  0.04970285,  1.        ]
[-0.18805867,  0.25373625,  0.04971278,  1.        ]
[-0.1861078 ,  0.25412327,  0.04872338,  1.        ]
[-0.18446037,  0.25428056,  0.04873332,  1.        ]
[-0.18281293,  0.25443785,  0.04874325,  1.        ]
[-0.1811655 ,  0.25459515,  0.04875319,  1.        ]
[-0.17951807,  0.25475244,  0.04876312,  1.        ]
[-0.17818337,  0.25467912,  0.04977233,  1.        ]
[-0.17653749,  0.25483627,  0.04978225,  1.        ]
[-0.17489161,  0.25499341,  0.04979218,  1.        ]
[-0.17324573,  0.25515055,  0.0498021 ,  1.        ]
[-0.17159984,  0.2553077 ,  0.04981203,  1.        ]
[-0.17027446,  0.25523349,  0.05082118,  1.        ]
[-0.16863012,  0.25539049,  0.05083109,  1.        ]
[-0.16763299,  0.25508419,  0.05283942,  1.        ]
[-0.16599176,  0.25524089,  0.05284932,  1.        ]
[-0.16435053,  0.25539759,  0.05285922,  1.        ]
[-0.1627093 ,  0.25555429,  0.05286911,  1.        ]
[-0.16106808,  0.25571099,  0.05287901,  1.        ]
[-0.15942685,  0.25586769,  0.05288891,  1.        ]
[-0.15778562,  0.25602439,  0.0528988 ,  1.        ]
[-0.15614439,  0.25618109,  0.0529087 ,  1.        ]
[-0.15450316,  0.25633779,  0.0529186 ,  1.        ]
[-0.15286193,  0.25649449,  0.05292849,  1.        ]
[-0.1512207 ,  0.25665119,  0.05293839,  1.        ]
[-0.14957947,  0.25680789,  0.05294829,  1.        ]
[-0.14793825,  0.25696459,  0.05295818,  1.        ]
[-0.14629702,  0.25712129,  0.05296808,  1.        ]
[-0.14465579,  0.25727799,  0.05297798,  1.        ]
[-0.14370829,  0.25696695,  0.05498601,  1.        ]
[-0.2041624,  0.2495402,  0.0546304,  1.       ]
[-0.20252427,  0.2496966 ,  0.05464028,  1.        ]
[-0.20088615,  0.24985301,  0.05465016,  1.        ]
[-0.19865948,  0.25046397,  0.05266129,  1.        ]
[-0.19701825,  0.25062067,  0.05267119,  1.        ]
[-0.19537702,  0.25077737,  0.05268108,  1.        ]
[-0.19373579,  0.25093407,  0.05269098,  1.        ]
[-0.19149361,  0.25154652,  0.0507022 ,  1.        ]
[-0.18984927,  0.25170352,  0.05071212,  1.        ]
[-0.18820494,  0.25186051,  0.05072203,  1.        ]
[-0.18656061,  0.25201751,  0.05073195,  1.        ]
[-0.18491628,  0.25217451,  0.05074186,  1.        ]
[-0.18327195,  0.2523315 ,  0.05075178,  1.        ]
[-0.18162762,  0.2524885 ,  0.05076169,  1.        ]
[-0.17998329,  0.2526455 ,  0.05077161,  1.        ]
[-0.17833896,  0.25280249,  0.05078153,  1.        ]
[-0.17669462,  0.25295949,  0.05079144,  1.        ]
[-0.17505029,  0.25311649,  0.05080136,  1.        ]
[-0.17404104,  0.25281448,  0.05280974,  1.        ]
[-0.17239982,  0.25297118,  0.05281964,  1.        ]
[-0.17075859,  0.25312788,  0.05282954,  1.        ]
[-0.16911736,  0.25328458,  0.05283943,  1.        ]
[-0.16747613,  0.25344128,  0.05284933,  1.        ]
[-0.1658349 ,  0.25359798,  0.05285923,  1.        ]
[-0.16419367,  0.25375468,  0.05286912,  1.        ]
[-0.16255244,  0.25391138,  0.05287902,  1.        ]
[-0.16091121,  0.25406808,  0.05288892,  1.        ]
[-0.15926999,  0.25422478,  0.05289881,  1.        ]
[-0.15762876,  0.25438148,  0.05290871,  1.        ]
[-0.15598753,  0.25453818,  0.05291861,  1.        ]
[-0.1543463 ,  0.25469488,  0.0529285 ,  1.        ]
[-0.15270507,  0.25485158,  0.0529384 ,  1.        ]
[-0.15106384,  0.25500828,  0.0529483 ,  1.        ]
[-0.14942261,  0.25516498,  0.05295819,  1.        ]
[-0.14778138,  0.25532168,  0.05296809,  1.        ]
[-0.14614016,  0.25547838,  0.05297799,  1.        ]
[-0.14449893,  0.25563508,  0.05298788,  1.        ]
[-0.14355173,  0.25532715,  0.0549959 ,  1.        ]
[-0.20458537,  0.24744983,  0.05663908,  1.        ]
[-0.20265903,  0.24783137,  0.05564955,  1.        ]
[-0.20102245,  0.24798762,  0.05565942,  1.        ]
[-0.19938588,  0.24814388,  0.05566929,  1.        ]
[-0.19745333,  0.24852601,  0.0546798 ,  1.        ]
[-0.1958152 ,  0.24868241,  0.05468968,  1.        ]
[-0.19357893,  0.24929116,  0.05270089,  1.        ]
[-0.1919377 ,  0.24944786,  0.05271078,  1.        ]
[-0.19029647,  0.24960456,  0.05272068,  1.        ]
[-0.18865524,  0.24976126,  0.05273058,  1.        ]
[-0.18701401,  0.24991797,  0.05274047,  1.        ]
[-0.18537279,  0.25007467,  0.05275037,  1.        ]
[-0.18373156,  0.25023137,  0.05276027,  1.        ]
[-0.18209033,  0.25038807,  0.05277016,  1.        ]
[-0.1804491 ,  0.25054477,  0.05278006,  1.        ]
[-0.17880787,  0.25070147,  0.05278996,  1.        ]
[-0.17716664,  0.25085817,  0.05279985,  1.        ]
[-0.17552541,  0.25101487,  0.05280975,  1.        ]
[-0.17388418,  0.25117157,  0.05281965,  1.        ]
[-0.17224296,  0.25132827,  0.05282955,  1.        ]
[-0.17060173,  0.25148497,  0.05283944,  1.        ]
